"","entity","state","type","affected","date","incident","location","business_associate"
"1892","Falcon Group International Corp","NY","Healthcare Provider",1900,"06/09/2021","Unauthorized Access/Disclosure","Electronic Medical Record","No"
"1893","Minnesota Community Care","MN","Healthcare Provider",64855,"06/08/2021","Hacking/IT Incident","Network Server","Yes"
"1894","UC San Diego Health","CA","Healthcare Provider",495949,"06/08/2021","Hacking/IT Incident","Network Server","No"
"1895","Providence Health Plan","OR","Health Plan",5509,"06/07/2021","Unauthorized Access/Disclosure","Email","No"
"1896","South Texas Health System","TX","Healthcare Provider",6761,"06/07/2021","Unauthorized Access/Disclosure","Email","No"
"1897","Pennsylvania Health & Wellness","PA","Health Plan",1325,"06/07/2021","Hacking/IT Incident","Network Server","Yes"
"1898","UofL Health, Inc.","KY","Healthcare Provider",42465,"06/07/2021","Unauthorized Access/Disclosure","Email","No"
"1899","Glacier Medical Associates","MT","Healthcare Provider",3007,"06/07/2021","Hacking/IT Incident","Network Server","No"
"1900","Discovery Practice Management, Inc.","CA","Business Associate",12859,"06/05/2021","Hacking/IT Incident","Email","Yes"
"1901","UW Medicine","WA","Healthcare Provider",18389,"06/04/2021","Hacking/IT Incident","Network Server","Yes"
"1902","San Juan Regional Medical Center","NM","Healthcare Provider",325660,"06/04/2021","Hacking/IT Incident","Network Server","No"
"1903","Wisconsin Department of Health Services","WI","Health Plan",2868,"06/04/2021","Hacking/IT Incident","Email","No"
"1904","East Jordan Family Health Center","MI","Healthcare Provider",1146,"06/04/2021","Hacking/IT Incident","Network Server","Yes"
"1905","Steward Medical Group","MA","Healthcare Provider",640,"06/04/2021","Hacking/IT Incident","Email","No"
"1906","AtriCure, Inc. Group Health Plan","OH","Health Plan",2487,"06/04/2021","Hacking/IT Incident","Email","No"
"1907","Pediatrix Cardiology of Washington, P.C. d/b/a NorthWest Congenital Heart Care","WA","Healthcare Provider",1166,"06/04/2021","Theft","Other Portable Electronic Device","No"
"1908","Cancer Centers of Southwest Oklahoma, LLC","OK","Healthcare Provider",8000,"06/04/2021","Hacking/IT Incident","Electronic Medical Record","Yes"
"1909","Absolute Total Care","SC","Health Plan",1286,"06/04/2021","Hacking/IT Incident","Network Server","Yes"
"1910","Turning Point Clinic","MD","Healthcare Provider",700,"06/03/2021","Hacking/IT Incident","Network Server","No"
"1911","Moses Lake Community Health Center","WA","Healthcare Provider",1190,"06/02/2021","Hacking/IT Incident","Network Server","Yes"
"1912","Temple University Hospital, Inc.","PA","Healthcare Provider",17041,"06/02/2021","Hacking/IT Incident","Network Server","Yes"
"1913","Spire Power Solutions, L.P.","GA","Health Plan",771,"06/02/2021","Hacking/IT Incident","Email","Yes"
"1914","Hill Country Community Clinic dba Hill Country Health and Wellness Center","CA","Healthcare Provider",2658,"06/01/2021","Hacking/IT Incident","Network Server","Yes"
"1915","Tri-County Family Medicine","NY","Healthcare Provider",1438,"06/01/2021","Hacking/IT Incident","Network Server","Yes"
"1916","Scripps Health","CA","Healthcare Provider",1267639,"06/01/2021","Hacking/IT Incident","Network Server","No"
"1917","Superior HealthPlan","TX","Health Plan",2781,"06/01/2021","Hacking/IT Incident","Network Server","Yes"
"1918","Jones Memorial Hospital","NY","Healthcare Provider",8962,"06/01/2021","Hacking/IT Incident","Network Server","Yes"
"1919","Wirt County Health Services Association d/b/a Coplin Health Systems","WV","Healthcare Provider",2164,"05/29/2021","Hacking/IT Incident","Network Server","Yes"
"1920","Hoboken Radiology LLC","NJ","Healthcare Provider",80000,"05/28/2021","Hacking/IT Incident","Network Server","No"
"1921","Monroe County Health Center","WV","Healthcare Provider",757,"05/28/2021","Hacking/IT Incident","Network Server","Yes"
"1922","Williamson Health and Wellness Center, Inc.","WV","Healthcare Provider",1688,"05/28/2021","Hacking/IT Incident","Network Server","Yes"
"1923","WomenCare, Inc. d/b/a FamilyCare Health Center","WV","Healthcare Provider",9584,"05/28/2021","Hacking/IT Incident","Network Server","Yes"
"1924","Five Rivers Health Centers","OH","Healthcare Provider",155748,"05/28/2021","Hacking/IT Incident","Email","No"
"1925","Lafourche Medical Group","LA","Healthcare Provider",34862,"05/28/2021","Hacking/IT Incident","Email","No"
"1926","Sturdy Memorial Hospital","MA","Healthcare Provider",57379,"05/28/2021","Hacking/IT Incident","Network Server","No"
"1927","Walgreen Co.","IL","Healthcare Provider",6498,"05/28/2021","Improper Disposal","Paper/Films","No"
"1928","Stanford University School of Medicine","CA","Healthcare Provider",2063,"05/28/2021","Hacking/IT Incident","Network Server","No"
"1929","SEIU 775 Benefits Group","WA","Business Associate",140000,"05/27/2021","Hacking/IT Incident","Network Server","Yes"
"1930","Arkansas Health and Wellness Health Plan","AR","Health Plan",3627,"05/27/2021","Hacking/IT Incident","Network Server","Yes"
"1931","State of TN Finance & Administration","TN","Health Plan",947,"05/27/2021","Unauthorized Access/Disclosure","Email","No"
"1932","Adirondack Medical Center d/b/a Adirondack Health","NY","Healthcare Provider",877,"05/27/2021","Hacking/IT Incident","Network Server","Yes"
"1933","Dean Health Servicing Company","WI","Business Associate",1025,"05/26/2021","Hacking/IT Incident","Email","Yes"
"1934","Aetna ACE","CT","Health Plan",562,"05/26/2021","Unauthorized Access/Disclosure","Paper/Films","No"
"1935","LogicGate","IL","Business Associate",47035,"05/26/2021","Hacking/IT Incident","Network Server","Yes"
"1936","Buckeye Health Plan","OH","Health Plan",2334,"05/26/2021","Hacking/IT Incident","Network Server","Yes"
"1937","TidalHealth Peninsula Regional","MD","Healthcare Provider",4070,"05/26/2021","Hacking/IT Incident","Network Server","Yes"
"1938","Penobscot Community Health Center, Inc.","ME","Healthcare Provider",2798,"05/26/2021","Hacking/IT Incident","Network Server","Yes"
"1939","Center for Human Development","MA","Healthcare Provider",15665,"05/25/2021","Hacking/IT Incident","Network Server","No"
"1940","Rogue Community Health","OR","Healthcare Provider",847,"05/25/2021","Hacking/IT Incident","Network Server","Yes"
"1941","20/20 Eye Care Network, Inc","FL","Business Associate",4142440,"05/24/2021","Hacking/IT Incident","Network Server","Yes"
"1942","Laird Hospital, Inc.","MS","Healthcare Provider",1092,"05/24/2021","Hacking/IT Incident","Network Server","Yes"
"1943","Washoe Barton Medical Clinic d/b/a Carson Valley Medical Center","NV","Healthcare Provider",1115,"05/24/2021","Hacking/IT Incident","Network Server","Yes"
"1944","Harper County Community Hospital","OK","Healthcare Provider",5725,"05/24/2021","Hacking/IT Incident","Network Server","No"
"1945","Aspen Dental Management LLC","NY","Business Associate",9620,"05/21/2021","Theft","Laptop","Yes"
"1946","HC Watkins Memorial Hospital","MS","Healthcare Provider",634,"05/21/2021","Hacking/IT Incident","Network Server","Yes"
"1947","Westwood Obstetrics and Gynecology","IL","Healthcare Provider",12931,"05/21/2021","Hacking/IT Incident","Network Server","Yes"
"1948","Beech Acres Parenting Center","OH","Healthcare Provider",8212,"05/21/2021","Hacking/IT Incident","Email","No"
"1949","Massena Hospital","NY","Healthcare Provider",1897,"05/21/2021","Hacking/IT Incident","Network Server","Yes"
"1950","Scott Regional Hospital","MS","Healthcare Provider",1056,"05/20/2021","Hacking/IT Incident","Network Server","Yes"
"1951","Swedish Covenant Health DBA Swedish Hospital","IL","Healthcare Provider",4206,"05/20/2021","Hacking/IT Incident","Email","No"
"1952","Rehoboth McKinley Christian Health Care Services","NM","Healthcare Provider",207195,"05/19/2021","Hacking/IT Incident","Network Server","No"
"1953","Southwestern Indiana Regional Council on Aging","IN","Healthcare Provider",4250,"05/19/2021","Hacking/IT Incident","Email","No"
"1954","Community Health Choice Inc.","TX","Health Plan",2489,"05/19/2021","Unauthorized Access/Disclosure","Paper/Films","Yes"
"1955","Bayhealth Medical Center, Inc.","DE","Healthcare Provider",565,"05/18/2021","Hacking/IT Incident","Network Server","Yes"
"1956","Trinity Health System - Twin City","OH","Healthcare Provider",9579,"05/18/2021","Hacking/IT Incident","Network Server","Yes"
"1957","San Diego Family Care","CA","Healthcare Provider",154513,"05/18/2021","Hacking/IT Incident","Network Server","Yes"
"1958","Good Health Medical dba MY DR NOW","AZ","Healthcare Provider",36781,"05/17/2021","Hacking/IT Incident","Network Server","No"
"1959","The Miriam Hospital","RI","Healthcare Provider",2999,"05/17/2021","Unauthorized Access/Disclosure","Email","No"
"1960","CareSouth Carolina, Inc.","SC","Healthcare Provider",76035,"05/14/2021","Hacking/IT Incident","Network Server","Yes"
"1961","Community Access Unlimited","NJ","Business Associate",13813,"05/13/2021","Hacking/IT Incident","Network Server","Yes"
"1962","InVue Security Products, Inc. Employee Group Health Plan","NC","Health Plan",1062,"05/12/2021","Hacking/IT Incident","Network Server","No"
"1963","New England Dermatology and Laser Center, P.C.","MA","Healthcare Provider",58106,"05/11/2021","Improper Disposal","Paper/Films","No"
"1964","Master Equity Texas Limited Partnership","TX","Healthcare Clearing House",1962,"05/11/2021","Unauthorized Access/Disclosure","Email","No"
"1965","Internal Medicine Associates of Jasper, PC, dba Prestige Medical Group","GA","Healthcare Provider",34203,"05/10/2021","Hacking/IT Incident","Network Server","No"
"1966","SAC Health Systems","CA","Healthcare Provider",28128,"05/10/2021","Hacking/IT Incident","Network Server","Yes"
"1967","United Health Group Health Plan SACE","MN","Health Plan",666,"05/10/2021","Unauthorized Access/Disclosure","Network Server","No"
"1968","Shands Teaching Hospitals and Clinics, Inc.","FL","Healthcare Provider",1562,"05/07/2021","Unauthorized Access/Disclosure","Electronic Medical Record","No"
"1969","Exceltox Laboratories","CA","Healthcare Provider",4571,"05/07/2021","Loss","Paper/Films","No"
"1970","Nocona General Hospital","TX","Healthcare Provider",3254,"05/07/2021","Hacking/IT Incident","Network Server","No"
"1971","MidMichigan Health Services","MI","Healthcare Provider",2800,"05/07/2021","Hacking/IT Incident","Network Server","Yes"
"1972","Charles Cole Memorial Hospital, d/b/a UPMC Cole","PA","Healthcare Provider",7376,"05/07/2021","Hacking/IT Incident","Network Server","Yes"
"1973","Ascension - Our Lady of Lourdes Memorial Hospital Inc.,","NY","Healthcare Provider",1745,"05/07/2021","Hacking/IT Incident","Network Server","Yes"
"1974","St. Agnes Healthcare Inc.","MD","Healthcare Provider",2821,"05/07/2021","Hacking/IT Incident","Network Server","Yes"
"1975","Ascension Standish Hospital","MI","Healthcare Provider",1705,"05/07/2021","Hacking/IT Incident","Network Server","Yes"
"1976","Ascension St. Joseph Hospital","MI","Healthcare Provider",5807,"05/07/2021","Hacking/IT Incident","Network Server","Yes"
"1977","Serendipity Hearing Inc.","CA","Healthcare Provider",3100,"05/06/2021","Theft","Desktop Computer","No"
"1978","Brownsville Community Health Center dba New Horizon Medical Center","TX","Healthcare Provider",4258,"05/06/2021","Hacking/IT Incident","Network Server","Yes"
"1979","Tyler Family Circle of Care","TX","Healthcare Provider",1860,"05/06/2021","Hacking/IT Incident","Network Server","Yes"
"1980","Implant and Prosthodontic Associates","OK","Healthcare Provider",6134,"05/06/2021","Theft","Other Portable Electronic Device","No"
"1981","SummaCare","OH","Health Plan",5532,"05/06/2021","Unauthorized Access/Disclosure","Paper/Films","Yes"
"1982","NEC Networks, LLC d/b/a CaptureRx","TX","Business Associate",2600000,"05/05/2021","Hacking/IT Incident","Network Server","Yes"
"1983","Orthopedic Associates of Dutchess County","NY","Healthcare Provider",330143,"05/04/2021","Hacking/IT Incident","Network Server","No"
"1984","Monadnock Community Hospital","NH","Healthcare Provider",14340,"05/04/2021","Hacking/IT Incident","Network Server","Yes"
"1985","Arizona Asthma and Allergy Institute","AZ","Healthcare Provider",70372,"05/03/2021","Hacking/IT Incident","Network Server","No"
"1986","Minimed Distribution Corp","CA","Healthcare Provider",1658,"04/30/2021","Unauthorized Access/Disclosure","Electronic Medical Record","No"
"1987","LifeBridge Community Gastroenterology, LLC dba Woodholme Gastroenterology","MD","Healthcare Provider",66342,"04/30/2021","Hacking/IT Incident","Network Server","No"
"1988","Achievement Center of LECOM Health","PA","Healthcare Provider",1671,"04/30/2021","Hacking/IT Incident","Email","No"
"1989","St. John's Well Child and Family Center, Inc.","CA","Healthcare Provider",29030,"04/29/2021","Hacking/IT Incident","Network Server","No"
"1990","Wyoming Department of Health","WY","Health Plan",164010,"04/29/2021","Unauthorized Access/Disclosure","Network Server","No"
"1991","Boston Children’s Hospital","MA","Healthcare Provider",506,"04/29/2021","Hacking/IT Incident","Email","No"
"1992","Hand to Shoulder Specialists of Wisconsin Ltd.","WI","Healthcare Provider",39317,"04/28/2021","Hacking/IT Incident","Network Server","No"
"1993","NPS Corporation","WI","Health Plan",999,"04/28/2021","Hacking/IT Incident","Network Server","No"
"1994","Werner Electric Supply","WI","Health Plan",720,"04/28/2021","Hacking/IT Incident","Network Server","No"
"1995","East Brunswick Open Upright MRI, LLC","NJ","Healthcare Provider",12151,"04/28/2021","Hacking/IT Incident","Electronic Medical Record","No"
"1996","Open Upright MRI, LLC, d/b/a Woodbridge Radiology","NJ","Healthcare Provider",25272,"04/28/2021","Hacking/IT Incident","Electronic Medical Record","No"
"1997","Middletown Ventures Associates, LLC, d/b/a Middletown Medical Imaging","NJ","Healthcare Provider",29945,"04/28/2021","Hacking/IT Incident","Electronic Medical Record","No"
"1998","Thrifty Drug Stores, Inc.","MN","Healthcare Provider",3958,"04/28/2021","Hacking/IT Incident","Network Server","Yes"
"1999","SEES Group, LLC","TN","Healthcare Provider",3797,"04/27/2021","Hacking/IT Incident","Email","No"
"2000","Peak Vista Community Health Centers","CO","Healthcare Provider",3118,"04/26/2021","Theft","Desktop Computer","No"
"2001","Faxton St. Luke's Healthcare","NY","Healthcare Provider",17656,"04/26/2021","Hacking/IT Incident","Network Server","Yes"
"2002","Doctors Medical Center of Modesto","CA","Healthcare Provider",1259,"04/23/2021","Unauthorized Access/Disclosure","Network Server","Yes"
"2003","Allergy Partners, PLLC","NC","Healthcare Provider",74083,"04/23/2021","Hacking/IT Incident","Network Server","No"
"2004","Jackson County Health Dept","IL","Healthcare Provider",800,"04/23/2021","Unauthorized Access/Disclosure","Email","No"
"2005","Catholic Charities of North Dakota","ND","Healthcare Provider",1901,"04/23/2021","Hacking/IT Incident","Email","No"
"2006","Gifford Health Care","VT","Healthcare Provider",6777,"04/23/2021","Hacking/IT Incident","Network Server","Yes"
"2007","Entrust Medical Billing","OH","Healthcare Provider",5426,"04/22/2021","Hacking/IT Incident","Network Server","No"
"2008","Pediatric Associates of Milwaukee","WI","Healthcare Provider",8160,"04/22/2021","Hacking/IT Incident","Network Server","No"
"2009","Gyrodata Incorporated","TX","Health Plan",944,"04/22/2021","Hacking/IT Incident","Network Server","No"
"2010","Sapphire Community Health","MT","Healthcare Provider",3751,"04/21/2021","Hacking/IT Incident","Network Server","No"
"2011","Presbyterian Medical Services","NM","Healthcare Provider",536,"04/21/2021","Loss","Paper/Films","No"
